ID;Codigo;Link;Nombre;Descripcion/Obervaciones;Tipo;ProcedenciaOC;EsTratoDirecto;EsCompraAgil;CodigoTipo;CodigoAbreviadoTipoOC;DescripcionTipoOC;codigoEstado;Estado;codigoEstadoProveedor;EstadoProveedor;FechaCreacion;FechaEnvio;FechaSolicitudCancelacion;fechaUltimaModificacion;FechaAceptacion;FechaCancelacion;tieneItems;PromedioCalificacion;CantidadEvaluacion;MontoTotalOC;TipoMonedaOC;MontoTotalOC_PesosChilenos;Impuestos;TipoImpuesto;Descuentos;Cargos;TotalNetoOC;CodigoUnidadCompra;RutUnidadCompra;UnidadCompra;CodigoOrganismoPublico;OrganismoPublico;sector;ActividadComprador;CiudadUnidadCompra;RegionUnidadCompra;PaisUnidadCompra;CodigoSucursal;RutSucursal;Sucursal;CodigoProveedor;NombreProveedor;ActividadProveedor;ComunaProveedor;RegionProveedor;PaisProveedor;Financiamiento;PorcentajeIva;Pais;TipoDespacho;FormaPago;CodigoLicitacion;Codigo_ConvenioMarco;IDItem;codigoCategoria;Categoria;codigoProductoONU;NombreroductoGenerico;RubroN1;RubroN2;RubroN3;EspecificacionComprador;EspecificacionProveedor;cantidad;UnidadMedida;monedaItem;precioNeto;totalCargos;totalDescuentos;totalImpuestos;totalLineaNeto;Forma de Pago
53144495;3932-2645-AG25;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3932-2645-AG25;Orden de Compra generada por invitación a compra ágil: 3932-223-COT25;"Orden de Compra codigo: 3932-2645-AG25 dirigida a SCM PHARMA SPA

Entregar en FARMACIA COMUNITARIA ubicado en dependencias de CESFAM PLACILLA, Sexta Región., en ALMIRANTE LATORRE #2229, entregar a RODRIGO ESPINOZA, Químico Farmacéutico, de lunes a viernes desde las 09:00 a 12:30 hrs en la mañana, y en la tarde desde 14:00 a 16:30 hrs.  Enviar factura física junto con los medicamentos despachados. Además, debe indicar los datos bancarios para hacer el pago correspondiente.";AG;;;Si;13;AG;Compra Ágil;6;Aceptada;4;Aceptada;2025-07-28;2025-08-05;2025-07-28;2025-08-05;2025-08-05;;1;0;0;2613938,53;CLP;2613938,53;417351,53;IVA;0;0;2196587;4852;69.090.200-1;Salud Municipal;118087;I MUNICIPALIDAD DE PLACILLA;Municipalidades;;Placilla;Región del Libertador General Bernardo O´Higgins;Extranjero;1185307;77.337.544-5;SCM;1773777;SCM PHARMA SPA;VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES;Providencia;Región Metropolitana de Santiago;;215.22.04.004.002;19;Extranjero;7;2;;;143544274;73101700.0;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicinas;Servicios de producción y fabricación industrial;Industrias de plásticos y productos químicos;Producción farmacéutica;MELATONINA EN GOTAS, 3 MG / ML X 30 ML.;;6;Unidad;CLP;5530;0;0;;33180;30 dias contra la recepcion conforme de la factura
53155189;2682-282-AG25;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2682-282-AG25;MELATONINA 3 mg;"Orden de Compra codigo: 2682-282-AG25 dirigida a DROGUERIA SANTIAGO SUR SPA
Orden de Compra generada por invitación a compra ágil: 2682-271-COT25

ADQUISICIÓN DE MEDICAMENTO PARA GARANTIZAR SU DISPONIBILIDAD EN LOS ESTABLECIMIENTOS DE SALUD DEPENDIENTES DEL DEPARTAMENTO DE SALUD DE INDEPENDENCIA
";AG;;;Si;13;AG;Compra Ágil;12;Recepcion Conforme;7;Recepcion Conforme;2025-07-30;2025-08-04;2025-08-04;2025-08-04;2025-08-04;;1;0;0;2951200;CLP;2951200;471200;IVA;0;0;2480000;3671;69.255.500-7;DEPARTAMENTO DE SALUD;99105;I MUNICIPALIDAD DE INDEPENDENCIA;Municipalidades;-;Independencia;Región Metropolitana de Santiago;Extranjero;1446616;77.550.499-4;Droguería Santiago Sur ;2028193;DROGUERIA SANTIAGO SUR SPA;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES EN COMERCI;Lo Espejo;Región Metropolitana de Santiago;;215.22.04.004.002;19;Extranjero;7;2;;;143578315;12162200.0;Productos químicos industriales / Aditivos / Anti-oxidantes;12162207;Melatonina;Productos químicos industriales;Aditivos;Anti-oxidantes;MELATONINA 3 MG CAPSULA O COMPRIMIDO ENVASADO EN BLISTER, VENCIMIENTO SUPERIOR A 12 MESES;MELATONINA 3 MG CAPSULA O COMPRIMIDO ENVASADO EN BLISTER, VENCIMIENTO SUPERIOR A 12 MESES;80000;Unidad;CLP;31;0;0;;2480000;30 dias contra la recepcion conforme de la factura
53162480;1658-3986-TD25;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1658-3986-TD25;Orden de Compra generada por Trato Directo ID 1658-47-FTD25;TD.28-2025;TD;Si sólo existe un proveedor del bien o servicio. (Monto igual o inferior a 1.000 utm.);Si;No;16;TD;Proveniente de Ficha de Trato Directo;6;Aceptada;4;Aceptada;2025-07-30;2025-08-06;2025-08-06;2025-08-06;2025-08-07;;1;4,76842105263158;19;1087065;CLP;1087065;173565;IVA;0;0;913500;2654;69.190.700-7;I MUNICIPALIDAD DE TEMUCO;7321;I MUNICIPALIDAD DE TEMUCO;Municipalidades;GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA;Temuco;Región de la Araucanía ;Extranjero;237561;76.669.630-9;OPKO CHILE S.A.;232638;OPKO CHILE S.A.;VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS;María Elena;Región Metropolitana de Santiago;;2152204004003;19;Extranjero;7;2;;;143601975;12162200.0;Productos químicos industriales / Aditivos / Anti-oxidantes;12162207;Melatonina;Productos químicos industriales;Aditivos;Anti-oxidantes;TRATO DIRECTO 28-2025 CONTRATO DE SUMINISTRO DE MEDICAMENTOS PARA FARMACIA MUNICIPAL I. SEGUN D.A.153 DE FECHA 06/03/2025 SLP 985 DEL 11/07/2025, O.C. N°6950 DEL 04-08-2025 PLAZO DE ENTREGA 7 DIAS FAVOR DESPACHAR A MANUEL BULNES N°815 LOCAL 13 CONTATO KATHERINNE FUENTES FONO 453244180;TRATO DIRECTO 28-2025 CONTRATO DE SUMINISTRO DE MEDICAMENTOS PARA FARMACIA MUNICIPAL I. SEGUN D.A.153 DE FECHA 06/03/2025 SLP 985 DEL 11/07/2025, O.C. N°6950 DEL 04-08-2025 PLAZO DE ENTREGA 7 DIAS FAVOR DESPACHAR A MANUEL BULNES N°815 LOCAL 13;1;Global;CLP;913500;0;0;;913500;30 dias contra la recepcion conforme de la factura
53168218;3690-252-SE25;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3690-252-SE25;ORDEN DE COMPRA DESDE 3690-12-LE25;"Capacitaciones y Medicamentos para CCR Infantil DESDE 3690-12-LE25
a Ilustre Municipalidad de Las Cabras a través del Departamento de salud, requiere capacitar a todos los integrantes de las salas de apoyo al desarrollo y rehabilitación infanto adolescente (1 médico, 1 enfermero, 2 psicólogos, 2 terapeutas ocupacionales, 1 fonoaudióloga, 1 kinesiólogo y 1 trabajador social) el cual iniciará con atenciones de usuarios desde el 1 de agosto de 2025, además se requiere la compra de medicamentos para cumplir con la implementación del arsenal farmacológico. Estos medicamentos son nuevos dentro de nuestro arsenal y se indicarán en el tratamiento de desajustes conductuales, Autismo, trastornos del sueño, depresión y déficit atencional en niños desde los 2 años en adelante que se encuentren dentro del programa. Esto con el fin de dar cumplimiento al Programa Atención Integral al Desarrollo Infantoadolescente.";SE;Proveniente de licitación pública;No;No;8;SE;Sin emisión automática;6;Aceptada;4;Aceptada;2025-07-31;2025-08-01;2025-07-31;2025-07-31;2025-08-04;;1;0;0;299880;CLP;299880;47880;IVA;0;0;252000;4610;69.080.800-5;Salud;116296;I MUNICIPALIDAD DE LAS CABRAS;Municipalidades;;Las Cabras;Región del Libertador General Bernardo O´Higgins;CL;677833;76.070.033-9;ARAMA NATURAL PRODUCTS DISTRIBUIDORA LIMITADA;1279538;ARAMA NATURAL PRODUCTS DISTRIBUIDORA LIMITADA;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| SERV;Pudahuel;Región Metropolitana de Santiago;Chile;061.2025;19;CL;7;2;3690-12-LE25;;143621247;12162200.0;Productos químicos industriales / Aditivos / Anti-oxidantes;12162207;Melatonina;Productos químicos industriales;Aditivos;Anti-oxidantes;MELATONINA CAPSULAS 3MG;PTIMP-024 CIRCALIFE 3MG X 30 CAP BAROQUE (MELATONINA) REG. F-23544/22, CAJA X 30 VENCE: 30-12-2027;9000;Unidad;CLP;28;0;0;0.0;252000;30 dias contra la recepcion conforme de la factura
53179103;621-827-SE25;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=621-827-SE25;"621-405-LR25; 4500038438-4500038439-4500038440";"Señor Proveedor, se le recuerda que la Orden de Compra debe ser aceptada dentro del plazo de 2 días hábiles desde su emisión.

Se adjuntan:

Resolución que adjudica
Resolución que aprueba el contrato
Refrendación Presupuestaria
";SE;Proveniente de licitación pública;No;No;8;SE;Sin emisión automática;6;Aceptada;4;Aceptada;2025-08-01;2025-08-21;2025-08-21;2025-08-21;2025-08-22;;1;0;0;1224074531,043;CLP;1224074531,043;195440471,343;IVA;0;0;1028634059,7;1617;61.608.700-2;Compras del Giro 621;6957;CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD;Salud;;Ñuñoa;Región Metropolitana de Santiago;CL;1152378;76.986.924-7;MDC HEALTH;1741827;MDC HEALTH SPA;OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCI;Maipú;Región Metropolitana de Santiago;Chile;;19;CL;9;2;621-405-LR25;;143651509;12162200.0;Productos químicos industriales / Aditivos / Anti-oxidantes;12162207;Melatonina;Productos químicos industriales;Aditivos;Anti-oxidantes;MELATONINA 3 MG CP 100004066;MELATONINA 3 MG CP 100004066;52777530;Unidad;CLP;19,49;0;0;0.0;1028634059,7;30 dias contra la recepcion conforme de la factura
53184687;1559-1225-AG25;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1559-1225-AG25; MELATONINA 2MG CM LP (1559-590-COT25) (AG,FARM,220400400102,JRT);"PRODUCTO PARA FARMACIA, 
DESPACHO SOLO CON GUIA DE DESPACHO Y ORDEN DE COMPRA ACEPTADA, 
 INGRESO DE PROVEEDORES POR GALVARINO #1509, CERRO NAVIA, PISO -1, BODEGA DE ABASTECIMIENTO 
CONTACTO BODEGA VALERIA ROJAS, FONO 226126836  valeria.rojasp@redsalud.gob.cl
ESTIMADO PROVEEDOR FAVOR FACTURAR CON CONDICION DE PAGO CREDITO
FAVOR ENVIAR DOCUMENTOS TRIBUTARIOS ELECTRONICOS EN FORMATO XML A LA CASILLA dipresrecepcion@custodium.com
*** DESPACHO PARCIAL SEGUN REQUERIMIENTO DE BODEGA ***
";AG;;;Si;13;AG;Compra Ágil;12;Recepcion Conforme;7;Recepcion Conforme;2025-08-04;2025-08-05;2025-08-04;2025-08-04;2025-08-07;;1;0;0;2944060;CLP;2944060;470060;IVA;0;0;2474000;2555;61.608.205-1;FARMACIA;7383;SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA;Salud;HOSPITALES Y CLINICAS;Cerro Navia;Región Metropolitana de Santiago;Extranjero;1124621;76.985.933-0;Droguería Aconcagua SpA;1714883;DROGUERÍA ACONCAGUA SPA;VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES;La Granja;Región Metropolitana de Santiago;;;19;Extranjero;7;2;;;143668855;73101700.0;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicinas;Servicios de producción y fabricación industrial;Industrias de plásticos y productos químicos;Producción farmacéutica;0270033040 MELATONINA 2MG CM LP; MELATONINA 2MG CM LP;2000;Unidad;CLP;1237;0;0;;2474000;30 dias contra la recepcion conforme de la factura
53184940;1979-2784-AG25;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1979-2784-AG25;Orden de Compra generada por invitación a compra ágil: 1979-233-COT25;"TD MODALIDAD DE COMPRA ÁGIL
SOLICITUD DE BODEGA DE FÁRMACOS
VENCIMIENTO NO MENOR A 12 MESES
*RECEPCION DE PRODUCTOS EN BODEGA*
LUNES A VIERNES DESDE LAS 08:00 HASTA LAS 14:00 HRS.";AG;;;Si;13;AG;Compra Ágil;12;Recepcion Conforme;7;Recepcion Conforme;2025-08-04;2025-08-04;2025-08-04;2025-08-04;2025-08-04;;1;0;0;2359308,28;CLP;2359308,28;376696,28;IVA;0;0;1982612;2974;61.607.401-6;Hospital Nueva Imperial;7060;SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL DE NUEVA IMPERIAL;Salud;;Nueva Imperial;Región de la Araucanía ;Extranjero;1185307;77.337.544-5;SCM;1773777;SCM PHARMA SPA;VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES;Providencia;Región Metropolitana de Santiago;;;19;Extranjero;7;2;;;143669645;12162200.0;Productos químicos industriales / Aditivos / Anti-oxidantes;12162207;Melatonina;Productos químicos industriales;Aditivos;Anti-oxidantes;"MELATONINA 3 MG CÁPSULA
";MELATONINA 3 MG CÁPSULA;540;Unidad;CLP;44;0;0;;23760;30 dias contra la recepcion conforme de la factura
53185603;4058-160-AG25;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=4058-160-AG25;FARMACOS FALTANTES FARMACIA DEL DSM, Orden de Compra generada por invitación a compra ágil: 4058-204-COT25;"Orden de Compra codigo: 4058-160-AG25 dirigida a LABORATORIO ACONFAR CHILE LIMITADA

Justificación selección de cotización menos económica: oferta la totalidad solicitada";AG;;;Si;13;AG;Compra Ágil;6;Aceptada;4;Aceptada;2025-08-04;2025-08-05;2025-08-04;2025-08-04;2025-08-05;;1;0;0;2098265,12;CLP;2098265,12;335017,12;IVA;0;0;1763248;4978;69.181.100-k;4058-Salud;119994;I MUNICIPALIDAD DE LONQUIMAY;Municipalidades;TRANSMISION DE ENERGIA ELECTRICA| DISTRIBUCION DE ENERGIA ELECTRICA| ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTION| MUNICIPALIDADES;Lonquimay;Región de la Araucanía ;Extranjero;711524;76.125.564-9;Laboratorio Aconfar Chile ltda.;1311638;Laboratorio Aconfar Chile ltda.;SERVICIOS DE ENVASADO Y EMPAQUE| OTROS PROFESIONALES DE LA SALUD| OTRAS ACTIVIDADES EMPRESARIALES RELACIONADAS CON LA SALUD HUMANA;Renca;Región Metropolitana de Santiago;;2152204004;19;Extranjero;7;2;;;143671651;85121900.0;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Farmacéuticos;85121902;Farmacias;Salud, servicios sanitarios y alimentación;Medicina y servicios de salud;Farmacéuticos;MELATONINA 3MG, F.VENC. 31/10/2026.;;200;Comprimido;CLP;35;0;0;;7000;30 dias contra la recepcion conforme de la factura
53187241;1077218-27-AG25;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1077218-27-AG25;Medicamentos UHCIP-PAI Proyecto Senda;"Solicitud compra medicamentos UHCIP-PAI Proyecto Senda

Despachar a Chacabuco #700 (Droguería)

IMPORTANTE: Enviar un XML con el formato correspondiente al intercambio electrónico publicado por el SII. debe ser formato Envío DTE
al correo: dipresrecepcion@custodium.com. Este archivo debe incluir el ID N° de la Orden de compra en el campo de referencia 801.";AG;;;Si;13;AG;Compra Ágil;12;Recepcion Conforme;7;Recepcion Conforme;2025-08-04;2025-08-04;2025-08-04;2025-08-04;2025-08-05;;1;0;0;372129,66;CLP;372129,66;59415,66;IVA;0;0;312714;1077218;61.607.500-4;ADMINISTRACIÓN FONDOS;7106;SERVICIO DE SALUD LOS RIOS;Salud;;Valdivia;Región de Los Ríos;Extranjero;989196;76.786.297-0;ADN FARMACÉUTICA;1580697;ADN FARMACEUTICA SPA;DROGUERIA;Pudahuel;Región Metropolitana de Santiago;;;19;Extranjero;7;2;;;143676815;12162200.0;Productos químicos industriales / Aditivos / Anti-oxidantes;12162207;Melatonina;Productos químicos industriales;Aditivos;Anti-oxidantes;Melatonina 3 mg;MELATONINA 3 MGX 30 COMP;4800;Comprimido;CLP;46;0;0;;220800;30 dias contra la recepcion conforme de la factura
53188682;2548-612-AG25;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2548-612-AG25;ADQ. DE MEDICAMENTOS GENERICOS PARA FARMACIA COMUNAL DSM PLC 2548-215-COT25;"ADQ. DE MEDICAMENTOS GENERICOS PARA FARMACIA COMUNAL DSM PLC 2548-215-COT25
Orden de Compra 2548-612-AG25 dirigida a SCM PHARMA SPA
Justificación selección de cotización menos económica: Los productos o servicios cotizados cumplen de mejor manera con los requisitos técnicos solicitados.
Enviar factura a correo recepciondte@padrelascasas.cl";AG;;;Si;13;AG;Compra Ágil;6;Aceptada;4;Aceptada;2025-08-04;2025-08-04;2025-08-04;2025-08-04;2025-08-04;;1;0;0;2982657,65;CLP;2982657,65;476222,65;IVA;0;0;2506435;3539;61.955.000-5;MUNICIPALIDAD DE PADRE LAS CASAS  SALUD;90886;I MUNICIPALIDAD DE PADRE LAS CASAS;Municipalidades;GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA;Padre Las Casas;Región de la Araucanía ;Extranjero;1185307;77.337.544-5;SCM;1773777;SCM PHARMA SPA;VENTA AL POR MAYOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES;Providencia;Región Metropolitana de Santiago;;15-612;19;Extranjero;7;2;;;143681279;12162200.0;Productos químicos industriales / Aditivos / Anti-oxidantes;12162207;Melatonina;Productos químicos industriales;Aditivos;Anti-oxidantes;MELATONINA 3 MG	30 comprimidos o comprimidos por envase;Melatonina 3Mg X 30 Comp. , Lab. Mdc, Vence 30-10-2026.;40;Unidad no definida;CLP;960;0;0;;38400;30 dias contra la recepcion conforme de la factura
