ID;Codigo;Link;Nombre;Descripcion/Obervaciones;Tipo;ProcedenciaOC;EsTratoDirecto;EsCompraAgil;CodigoTipo;CodigoAbreviadoTipoOC;DescripcionTipoOC;codigoEstado;Estado;codigoEstadoProveedor;EstadoProveedor;FechaCreacion;FechaEnvio;FechaSolicitudCancelacion;fechaUltimaModificacion;FechaAceptacion;FechaCancelacion;tieneItems;PromedioCalificacion;CantidadEvaluacion;MontoTotalOC;TipoMonedaOC;MontoTotalOC_PesosChilenos;Impuestos;TipoImpuesto;Descuentos;Cargos;TotalNetoOC;CodigoUnidadCompra;RutUnidadCompra;UnidadCompra;CodigoOrganismoPublico;OrganismoPublico;sector;ActividadComprador;CiudadUnidadCompra;RegionUnidadCompra;PaisUnidadCompra;CodigoSucursal;RutSucursal;Sucursal;CodigoProveedor;NombreProveedor;ActividadProveedor;ComunaProveedor;RegionProveedor;PaisProveedor;Financiamiento;PorcentajeIva;Pais;TipoDespacho;FormaPago;CodigoLicitacion;Codigo_ConvenioMarco;IDItem;codigoCategoria;Categoria;codigoProductoONU;NombreroductoGenerico;RubroN1;RubroN2;RubroN3;EspecificacionComprador;EspecificacionProveedor;cantidad;UnidadMedida;monedaItem;precioNeto;totalCargos;totalDescuentos;totalImpuestos;totalLineaNeto;Forma de Pago
50599656;1076710-151-SE24;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1076710-151-SE24;OC DESDE 1076710-11-LR24 Suministro de medicamentos comprimidos cápsulas y óvulos intermediados por CENABAST;"Suministro de medicamentos comprimidos cápsulas y óvulos intermediados por CENABAST desde 1076710-11-LR24

El ingreso de proveedores es por Bodega Central de Abastecimiento del CRS es
por la calle Hijuelas #1638 (atrás del CRS), Puente Alto.
En atención Jose Curin. Lunes a Jueves desde las 8 am a 16 pm y Viernes de 8 am a 15 pm. Fono: 226123018
Enviar productos con GD, consultas por pago a mail pagos@hpcordillera.cl. F:226123086, 3085.El NO cumplir con plazo de entrega genera multas. Incorporar la OC en la fila 801 y enviar a: dipresrecepcion@custodium.com (SII)";SE;Proveniente de licitación pública;No;No;8;SE;Sin emisión automática;12;Recepcion Conforme;7;Recepcion Conforme;2024-06-04;2024-09-16;2024-09-16;2024-09-16;2024-09-17;;1;3,27027027027027;37;6454053,06;CLP;6454053,06;1030479,06;IVA;0;0;5423574;1076710;61.980.620-4;FÁRMACOS CRS HPC;1530575;CENTRO DE REFERENCIA DE SALUD HOSPITAL PROVINCIA CORDILLERA;Salud;SALUD ;Puente Alto;Región Metropolitana de Santiago;CL;275627.0;76.956.140-4;ETHON PHARMACEUTICALS SPA.;269948.0;ETHON PHARMACEUTICALS  COMERCIALIZADORA  IMP EXP Y DIST SPA;VENTA AL POR MAYOR DE ARTICULOS DE PERFUMERIA, COS;Rancagua;Región del Libertador General Bernardo O´Higgins;Chile;;19;CL;7;2.0;1076710-11-LR24;;135862030;73101700.0;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicinas;Servicios de producción y fabricación industrial;Industrias de plásticos y productos químicos;Producción farmacéutica;FA01-0184	ESZOPICLONA 3 MG COMPRIMIDO (BLISTER);ESZP0003COMP. (BE)ESZOPICLONA 3MG X 30 COMP.RECUBIERTOS. SEVEN PHARMA. ESZOPICLONA. REG ISP F-22496. VCTO Mayor a 12 meses. LOTE  -- 8903726195628, Entrega 1 dia . Se adjunta CANJE . Sin costo por flete. sin monto mínimo de facturación;3150;Cápsula;CLP;126,9;0;0;0.0;399735;30 dias contra la recepcion conforme de la factura
50830901;1057055-933-SE24;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1057055-933-SE24;GSP INT 1042/2024 1057055-34-LQ24 PAC ESZOPICLONA 3 MG RECHAZO PEDIDO ESPECIAL CENABAST;"GSP INT 1042/2024 1057055-34-LQ24 PAC ESZOPICLONA 3 MG RECHAZO PEDIDO ESPECIAL CENABAST

OC CEM RECHAZO PEDIDO ESPECIAL CENABAST PE53031

PLC (1057055-1-PC24)

DESPACHO SERA COORDINADO MEDIANTE CORREO ELECTRÓNICO. 

CUALQUIER CONSULTA COMUNICARSE AL FONO: 25749286 O AL CORREO ELECTRÓNICO gerardo.silvap@redsalud.gob.cl

Se debe enviar al correo electrónico recepciones.hcsba@redsalud.gob.cl copia de guía de despacho con firma y timbre del Hospital, que los productos fueron recepcionados por esta Institución para que dicha factura, sea devengada en el plazo legal, es decir, antes de los 8 días, y por consiguiente ingrese en el  proceso de pago centralizado de acuerdo a las instrucciones de DIPRES.

Finalmente, la factura electrónica, deberá ser enviada a la casilla electrónica: dipresrecepcion@custodium.com (Portal Electrónico Acepta)

22.04.004.001.02	Farmacia- Compras Extra Sistema
";SE;Proveniente de licitación pública;No;No;8;SE;Sin emisión automática;12;Recepcion Conforme;7;Recepcion Conforme;2024-07-10;2024-09-30;2024-09-09;2024-09-09;2024-10-01;;1;3,28888888888889;9;239904;CLP;239904;38304;IVA;0;0;201600;1057055;61.608.604-9;Fármacos;7326;SERV SALUD METROPOLITANO CENTRAL HOSPITAL CLINICO SAN BORJA ARRIARAN;Salud;Adquisición de Fármacos;Alhué;Región Metropolitana de Santiago;CL;822399.0;76.237.266-5;LABORATORIOS ANDROMACO S.A.;1418939.0;LABORATORIOS ANDROMACO S.A.;FARMACEUTICO;Peñalolén;Región Metropolitana de Santiago;Chile;;19;CL;7;2.0;1057055-34-LQ24;;136560271;51141800.0;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Hipnóticos;51141810;Zopiclona;Medicamentos y productos farmacéuticos;Medicamentos para el sistema nervioso central;Hipnóticos;214-0006 ESZOPICLONA 3 MG, comprimidos ranurados, en blíster, bioequivalente / innovador / referente;22100238 NOPTIC COM RECUBIERTO - ESZOPLICONA 3 MG, CAJA X 30 COM REC, REG. ISP F-16724/23, FECHA DE VCTO 30-11-2026, DESPACHO EN 01 DÍAS.;900;Comprimido;CLP;224;0;0;0.0;201600;30 dias contra la recepcion conforme de la factura
50953024;1058062-538-SE24;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1058062-538-SE24;ACICLOVIR 400 MG /ESZOPICLONA 3 MG /QUETIAPINA 25 MG ;"ADQUISICIÓN DE FÁRMACOS PARA UNIDAD DE SALUD MENTAL DEL HOSPITAL DE CAUQUENES  DESDE 1058062-10-LE24  BAJO RESOLUCION EXENTA N 1013 DE FECHA 30 DE JULIO DE 2024.

ADQUISICIÓN DE FÁRMACOS PARA SERVICIO MEDICO QUIRURGICO AMBULATORIO DEL HOSPITAL DE CAUQUENES  DESDE 1058062-5-LE24  BAJO RESOLUCION EXENTA N 1017 DE FECHA 30 DE JULIO DE 2024.

PROGRAMACION SEPTIEMBRE

ENVIAR FACTURA ELECTRONICA A CORREO :
dipresrecepcion@custodium.com
CONSULTAS POR PAGO DE FACTURAS O ENVÍO DE DATOS DE CUENTAS CORRIENTES REGIRÁN LOS SIGUIENTES CORREOS:
 rmoragam@ssmaule.cl (FONO 73-2567125)
INFORMACIÓN DE DESPACHO:
HORARIO DE ATENCIÓN RECEPCIÓN MERCADERÍA BODEGA FARMACIA :
LUNES A JUEVES DESDE 09 HRS A 16 HRS.
VIERNES 09 A 15 HRS.
(FUERA DE ESE HORARIO NO SE RECIBIRÁ MERCADERÍA";SE;Proveniente de licitación pública;No;No;8;SE;Sin emisión automática;12;Recepcion Conforme;7;Recepcion Conforme;2024-07-30;2024-09-26;2024-08-28;2024-09-26;2024-09-27;;1;4,40377358490566;53;349681,5;CLP;349681,5;55831,5;IVA;0;0;293850;1058062;61.606.913-6;Fármacos;7256;SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES;Salud;Servicio Público;Cauquenes;Región del Maule ;CL;106395.0;77.596.940-7;LABORATORIO CHILE S.A.;103860.0;LABORATORIO CHILE S A;FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS;Ñuñoa;Región Metropolitana de Santiago;Chile;;19;CL;7;2.0;1058062-10-LE24;;137499650;51141800.0;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Hipnóticos;51141819;Zaleplón;Medicamentos y productos farmacéuticos;Medicamentos para el sistema nervioso central;Hipnóticos;ESZOPICLONA 3MG (CM) ENVASE CLÍNICO ;120-10-81153 ESZOPICLONA 3 MG 30 CR REG.ISP F-27519 EQUIVALENTE TERAPEUTICO Eszopiclona 3mg 30 Comprimidos Recubiertos, venc: 30-04-2026, Se adjunta documentacion técnica, certificado de farmacovigilancia, politica de canje, devoluciones y norma GMP.;1500;Comprimido;CLP;48;0;0;0.0;72000;30 dias contra la recepcion conforme de la factura
51181120;2766-1137-AG24;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2766-1137-AG24;Orden de Compra generada por invitación a compra ágil: 2766-700-COT24;"OP 5/1 Item 2152204004001
Despachar a Bodega al interior del Cesfam Sta. Anselma.
Dirección: Santa Anselma 0377, La Cisterna.
Fono: +56 9 3912 9926.";AG;Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones);Si;Si;13;AG;Compra Ágil;6;Aceptada;4;Aceptada;2024-09-02;2024-09-02;2024-09-02;2024-09-02;2024-09-03;;1;4,2;1;171360;CLP;171360;27360;IVA;0;0;144000;3755;69.072.000-0;SALUD;100488;I MUNICIPALIDAD DE LA CISTERNA;Municipalidades;GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA;La Cisterna;Región Metropolitana de Santiago;Extranjero;854608.0;76.437.991-8;Seven Pharma Chile;1450283.0;SEVEN PHARMA CHILE SPA;Importadora de productos farmaceuticos;Macul;Región Metropolitana de Santiago;;1;19;Extranjero;7;2.0;;;137590726;51141800.0;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Hipnóticos;51141810;Zopiclona;Medicamentos y productos farmacéuticos;Medicamentos para el sistema nervioso central;Hipnóticos;Zopiclona 7,5mg comprimido;"CL40328 ZOPICLONA 7,5 MG COMPRIMIDOS RECUBIERTOS. ESTUCHE BLISTER 3 X 10 REG ISP N°F-27046/22 VCTO 31/01/26.
";6000;Comprimido;CLP;24;0;0;;144000;30 dias contra la recepcion conforme de la factura
51181416;4848-343-AG24;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=4848-343-AG24;COMPRA DE ESZOPICLONA 3 MG PARA FARMACIA CESFAM EL TABO;"ENTREGAR A Q.F. NICOLAS AGUILERA  BODEGA CESFAM 
ENVIAR A DIRECCION DE DESPACHO
AVENIDA SAN MARCOS 729, EL TABO
HORARIO DE LUNES A JUEVES DE 8:30-17:00
VIERNES DE 8:30-16:00
NUMERO DE CONTACTO 442351338
";AG;Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones);Si;Si;13;AG;Compra Ágil;12;Recepcion Conforme;7;Recepcion Conforme;2024-09-02;2024-09-04;2024-09-02;2024-09-04;2024-09-05;;1;4,2;1;952000;CLP;952000;152000;IVA;0;0;8e+05;5762;69.073.700-0;Departamento de Salud;7066;I MUNICIPALIDAD DE EL TABO;Municipalidades;;El Tabo;Región de Valparaíso ;Extranjero;854608.0;76.437.991-8;Seven Pharma Chile;1450283.0;SEVEN PHARMA CHILE SPA;Importadora de productos farmaceuticos;Macul;Región Metropolitana de Santiago;;;19;Extranjero;7;2.0;;;137591685;42171900.0;Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Contenedores de almacenaje para servicios médicos de urgencia;42171903;Cajas de medicamentos de servicios médicos de urgencia;Equipamiento y suministros médicos;Artículos médicos para urgencias y atención en terreno;Contenedores de almacenaje para servicios médicos de urgencia;ESZOPICLONA 3MG IDEALMENTE ENVASE CLINICO DE 1000 COMPRIMIDOS Y VENCIMIENTO SUPERIOR A 12 MESES;ESZOPICLONA 3MG IDEALMENTE ENVASE CLINICO DE 1000 COMPRIMIDOS Y VENCIMIENTO SUPERIOR A 12 MESES;10000;Comprimido;CLP;80;0;0;;8e+05;30 dias contra la recepcion conforme de la factura
51183354;3577-187-SE24;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3577-187-SE24;ORDEN DE COMPRA DESDE 3577-15-LE24;ADQUISICION DE MEDICAMENTOS E INSUMOS MEDICOS DESDE 3577-15-LE24;SE;Proveniente de licitación pública;No;No;8;SE;Sin emisión automática;6;Aceptada;4;Aceptada;2024-09-02;2024-09-02;2024-09-02;2024-09-02;2024-09-04;;1;4,40377358490566;53;373422;CLP;373422;59622;IVA;0;0;313800;4497;61.929.100-K;Direccion Admin. Salud Municipal Florida;115285;I MUNICIPALIDAD DE FLORIDA;Municipalidades;;Florida;Región del Biobío ;CL;106395.0;77.596.940-7;LABORATORIO CHILE S.A.;103860.0;LABORATORIO CHILE S A;FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS;Ñuñoa;Región Metropolitana de Santiago;Chile;2152204;19;CL;7;2.0;3577-15-LE24;;137597678;73101700.0;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicinas;Servicios de producción y fabricación industrial;Industrias de plásticos y productos químicos;Producción farmacéutica;ESZOPICLONA 3 MG COMPRIMIDO, ENVASE POR 30 COMPRIMIDOS.;120-10-81153 ESZOPICLONA 3 MG 30 CR REG.ISP F-27519 EQUIVALENTE TERAPEUTICO Eszopiclona 3mg 30 Comprimidos Recubiertos, venc: 30-11-2025, Se adjunta documentacion técnica, certificado de farmacovigilancia, politica de canje, devoluciones y norma GMP. Desp;6000;Comprimido;CLP;48;0;0;0.0;288000;30 dias contra la recepcion conforme de la factura
51188000;1058134-1600-SE24;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1058134-1600-SE24;ORDEN DE COMPRA DESDE 1058134-115-LQ23/SEPTIEMBRE 2024.;"CONV SUMINISTRO DE MEDICAMENTOS COMPRIMIDOS VI-23 DESDE 1058134-115-LQ23.
De acuerdo a compra HBV septiembre 2024.
$OC$0924$CAB$220400400102";SE;Proveniente de licitación pública;No;No;8;SE;Sin emisión automática;12;Recepcion Conforme;7;Recepcion Conforme;2024-09-03;2024-09-03;2024-09-03;2024-09-03;2024-09-04;;1;4,62857142857143;7;25418,4;CLP;25418,4;4058,4;IVA;0;0;21360;1058134;61.607.502-0;Fármarcos;7410;SERVICIO DE SALUD VALDIVIA HOSPITAL BASE;Salud;Servicio Público;* ;Región de Los Ríos;CL;69104.0;91.650.000-9;Laboratorios Saval S.A;67079.0;LABORATORIOS SAVAL S A;FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS;Santiago;Región Metropolitana de Santiago;Chile;;19;CL;7;48.0;1058134-115-LQ23;;137611971;51161800.0;Medicamentos y productos farmacéuticos / Medicamentos para el tracto respiratorio / Productos para tos, resfriados y antialérgicos;51161812;Combinación clorfeniramina-acetaminofeno;Medicamentos y productos farmacéuticos;Medicamentos para el tracto respiratorio;Productos para tos, resfriados y antialérgicos;"ESZOPICLONA  2 MG.
Código Interno $2142725$CM";NIRVAN 2 mg - x 40 comprimidos;240;Comprimido;CLP;89;0;0;0.0;21360;
51192201;1224953-588-AG24;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1224953-588-AG24;Orden de Compra generada por invitación a compra ágil: 1224953-233-COT24;Orden de Compra codigo: 1224953-588-AG24 dirigida a ADN FARMACEUTICA SPA;AG;Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones);Si;Si;13;AG;Compra Ágil;6;Aceptada;4;Aceptada;2024-09-03;2024-09-06;2024-09-06;2024-09-06;2024-09-06;;1;0;0;283117,66;CLP;283117,66;45203,66;IVA;0;0;237914;1224953;71.420.700-8;Unidad de Compras Públicas;1812422;CORP MUNICIP ANCUD PARA LA EDUCAC SALUD;Otros;Educación, Salud y Atención al Menor;Ancud;Región de los Lagos ;Extranjero;989196.0;76.786.297-0;ADN FARMACÉUTICA;1580697.0;ADN FARMACEUTICA SPA;DROGUERIA;Pudahuel;Región Metropolitana de Santiago;;Programa CUIDADOS PALIATIVOS;19;Extranjero;7;2.0;;;137624176;51141800.0;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Hipnóticos;51141810;Zopiclona;Medicamentos y productos farmacéuticos;Medicamentos para el sistema nervioso central;Hipnóticos;ESZOPICLONA 3MG COMPRIMIDO, Fecha vencimiento mayor a 12 meses y valor flete incluído.;;1290;Comprimido;CLP;121;0;0;;156090;30 dias contra la recepcion conforme de la factura
51195253;3178-2921-SE24;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3178-2921-SE24;ADQ. DESDE LICITACIÓN ID- 5839-1-LR22 F.A.;"PRODUCTOS DEBEN VENIR CON:
- MÍNIMO DE 18 MESES DE VENCIMIENTO.
- FACTURA, FLETE PAGADO Y PUESTO EN BODEGA DEL HOSPITAL:     -    ADJUNTAR CARTA DE CANJE SI CORRESPONDE.

I M P O R T A N T E:
NO SE CURSARÁ EL PAGO DE LA PRESENTE ORCOM MIENTRAS ESTA NO HAYA SIDO ACEPTADA POR EL PROVEEDOR DENTRO DE 24 HRS.

ENVIAR DIRECCIÓN DE SU BODEGA ADJUNTA EN FACTURA, PARA EFECTUAR DEVOLUCIÓN PRODUCTO EN CASO SEA REQUERIDO.

PROTOCOLO DE TRAZABILIDAD
FACTURA DEBE INCORPORAR OBLIGATORIAMENTE N° DE SERIE, N° DE LOTE, FECHA DE VENCIMIENTO,  MARCA COMERCIAL, NOMBRE Y CÓDIGO DEL PRODUCTO Y IDENTIFICACIÓN DEL PROVEEDOR.

INFORMA HORARIO DE RECEPCIÓN BODEGA:
DE LUNES  A JUEVES  AM: DESDE LAS  08,15  A  13,00 HORAS
                                         PM: DESDE LAS 14,00  A  17,00 HORAS

DIA VIERNES	         AM: DESDE LAS  08,15  A  13,00 HORAS
                                         PM: DESDE LAS  14,00  A  15,00 HORAS

";SE;Proveniente de licitación pública;No;No;8;SE;Sin emisión automática;12;Recepcion Conforme;7;Recepcion Conforme;2024-09-04;2024-09-06;2024-09-06;2024-09-06;2024-09-09;;1;4,62857142857143;7;138040;CLP;138040;22040;IVA;0;0;116000;4099;61.102.025-2;HOSPITAL NAVAL ALMIRANTE ADRIAZOLA;111875;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;FFAA;HOSPITALES Y CLINICAS;Talcahuano;Región del Biobío ;CL;69104.0;91.650.000-9;Laboratorios Saval S.A;67079.0;LABORATORIOS SAVAL S A;FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS;Santiago;Región Metropolitana de Santiago;Chile;2204004000;19;CL;7;48.0;5839-1-LR22;;137632892;73101700.0;Servicios de producción y fabricación industrial / Industrias de plásticos y productos químicos / Producción farmacéutica;73101701;Servicios de producción de medicamentos o medicina;Servicios de producción y fabricación industrial;Industrias de plásticos y productos químicos;Producción farmacéutica;ESZOPICLONA 2 MG  GRA.;ESZOPICLONA 2 MG  GRA.;800;Gragea;CLP;145;0;0;0.0;116000;
51195353;1058078-2593-AG24;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1058078-2593-AG24;Orden de Compra generada por invitación a compra ágil: 1058078-1230-COT24;"1.	Horario de atención de lunes a viernes de 08:00 a 14:00 horas
2.	bodega fono: 22-5745725
3.	La factura deberá indicar N° de Orden de Compra de lo contrario será cancelada por forma.
4.	La Factura NO PODRÁ SUPERAR el monto de la orden de compra de lo contrario también se cancelará por forma.
5.	PAC RES N° 01/2024
6.	Facturas electrónicas enviarlas al correo: facturas.hsjm@redsalud.gov.cl con copia al correo dipresrecepcion@custodium.com (En formato PDF y XML)
7.	Si el proveedor no despacha en el tiempo acordado se le cancelar la compra.
8.	El proveedor deberá despachar los productos señalando explícitamente Nombre del producto  Identificación del proveedor  N° de guía /Factura . Modelo (solo cuando corresponda) - . N° de lote /serie . Fecha de vencimiento, De acuerdo a Norma Técnica de Minsal N°226/22.
";AG;Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones);Si;Si;13;AG;Compra Ágil;6;Aceptada;4;Aceptada;2024-09-04;2024-09-04;2024-09-04;2024-09-04;2024-09-04;;1;4,2;1;114240;CLP;114240;18240;IVA;0;0;96000;1058078;61.602.123-0;Fármarcos;7458;Hospital de Melipilla;Salud;Servicio Público;Melipilla;Región Metropolitana de Santiago;Extranjero;854608.0;76.437.991-8;Seven Pharma Chile;1450283.0;SEVEN PHARMA CHILE SPA;Importadora de productos farmaceuticos;Macul;Región Metropolitana de Santiago;;;19;Extranjero;7;2.0;;;137633170;51141800.0;Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Hipnóticos;51141810;Zopiclona;Medicamentos y productos farmacéuticos;Medicamentos para el sistema nervioso central;Hipnóticos;"
212-7399 ZOPICLONA 7,5 MG";212-7399 ZOPICLONA 7,5 MG;4000;Comprimido;CLP;24;0;0;;96000;30 dias contra la recepcion conforme de la factura
